block href,block,mt-3,mt-3 2,bg-transparent,bg-transparent 2,bg-transparent 3,bg-transparent 4,bg-transparent 5,bg-transparent 6
https://www.myscheme.gov.in/schemes/1pmy,100% Penalty Mafi Yojana,Gujarat,The scheme aims to provide financial relief to beneficiaries of the Gujarat Housing Board and Slum Clearance Cell who have pending installment dues by offering a complete waiver of penalty amounts. It benefits tenants and property allottees by waiving 100% penalties on arrears if paid by 31st March.,Housing,Penalty,Tenant,Urban,Waiver,
https://www.myscheme.gov.in/schemes/tce-swd,Top Class Education For Students With Disabilities,Ministry Of Social Justice and Empowerment,A scholarship scheme by DoEPwDs for Students with Disabilities (SwDs) pursuing studies beyond class 12th admitted in a full-time course in one of the 'notified institutions'.,Books And Stationery,Empowerment,Person With Disability,Scholarship,Student,Tuition Fee
https://www.myscheme.gov.in/schemes/ngra,National Gopal Ratna Award,"Ministry of Fisheries,Animal Husbandry and Dairying","The scheme aims to promote scientific dairy practices and AI coverage. It provides awards, recognition, and monetary incentives to farmers, dairy organizations, and AI technicians.",AI Technicians,Award,Dairy Farmer,Dairy Organizations,Milk,Monetary Incentive
https://www.myscheme.gov.in/schemes/pmfds,President’s Medal for Distinguished Service,Ministry Of Home Affairs,"The scheme aims to recognize exceptional service, distinguished records, and meritorious contributions in police, security, fire, prison, and civil defence services.",Award,Civil Defence,Meritorious,Prison,,
https://www.myscheme.gov.in/schemes/nma,National Metallurgist Award,Ministry Of Steel,"Under this scheme, outstanding metallurgical contributions are recognized, and excellence in operations, R&D, waste management, and energy conservation is promoted.",Award,Industry,Metal Science,Metallurgist,Steel Sector,
https://www.myscheme.gov.in/schemes/nca,National CSR Awards,Ministry of Corporate Affairs,"The objective of the scheme is to promote excellence in CSR activities, encourage effective use of CSR funds, and ensure that benefits reach marginalized and remote communities.",Awards,Companies,Corporate,Industries,,
https://www.myscheme.gov.in/schemes/ssa-ssag,Sagar Samman Award- Sagar Samman Award for Gallantry,"Ministry of Ports,Shipping and Waterways","Under this scheme, recognition is provided to Indian seafarers who risk their lives to save others or protect the marine environment.",Award,Bravery,Risk,Seafarer,,
https://www.myscheme.gov.in/schemes/cuy,Coir Udyami Yojana,"Ministry Of Micro, Small and Medium Enterprises","The scheme ""Coir Udyami Yojana"" by the Coir Board, Ministry of MSME, Government of India, aims to modernize the coir industry and generate rural employment. It offers credit-linked financial assistance to establish coir units by eligible applicants.",Coir Board,Coir Production,Credit Linked Subsidy,Enterprises,,
https://www.myscheme.gov.in/schemes/aspfts12ps,A Scheme to Provide Free Tablets to Std.12th Pass Students,Gujarat,"Under the scheme, students in the 12th standard belonging to the Scheduled Caste category will receive a tablet by paying a token fee of ₹1,000/-.",12th Standard,Schedule Tribe,Student,Tablet,,
https://www.myscheme.gov.in/schemes/itta,IELTS & TOEFL Training Assistance,Gujarat,"The scheme aims to help tribal students pursue higher studies abroad by offering professional IELTS/TOEFL training. It provides ₹3,10,000/- in training assistance and comprehensive guidance.",Abroad,Financial Assistance,Higher Education,IELTS,Student,TOEFL
https://www.myscheme.gov.in/schemes/pmsma,Pradhan Mantri Surakshit Matritva Abhiyan,Ministry Of Health & Family Welfare,"The scheme aims to provide fixed-day assured, comprehensive and quality antenatal care universally to all pregnant women in 2nd and 3rd trimester on the 9th of every month. It offers free comprehensive antenatal care services at government health facilities.",Antenatal,Government,Health,Maternal,Medical,Pregnancy
https://www.myscheme.gov.in/schemes/prowis-ii,Indo-French Visiting/Mobility Programme for Women in Science,Ministry Of Science And Technology,This programme will encourage women candidates to work with the Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,France,French,Mobility,Researcher,Science,Scientist
https://www.myscheme.gov.in/schemes/cnspnaw,Nari Shakti Puraskar - National Award for Women,Ministry of Women and Child Development,"The award aims to acknowledge the achievements of women & recognize their contributions to society and the nation. The award is conferred annually on individuals in recognition of their exceptional service towards the cause of women’s empowerment, particularly for vulnerable and marginalized women.",Award,Nari Shakti,Puraskar,Woman,Women Empowerment,
https://www.myscheme.gov.in/schemes/cdpnerwa,Coffee Development Programme in North Eastern Region: Water Augmentation,Ministry Of Commerce And Industry,"The scheme ""Coffee Development Programme in North Eastern Region: Water Augmentation"" aims to improve the productivity and quality of coffee by facilitating the creation of infrastructure for water augmentation for irrigation and wet processing of coffee.",Agriculture,DBT,Farmer,Subsidy,,
https://www.myscheme.gov.in/schemes/icar-pms-scstc,ICAR - Post Matric Scholarship for Scheduled Caste / Scheduled Tribes Candidates,Ministry Of Agriculture and Farmers Welfare,"The scheme aims to provide Post-Matric Scholarship to Scheduled Castes/ Scheduled Tribes candidates for study at Bachelor Degree programme in various branches of Agriculture, viz. B.Sc. (Agri.), B.V.Sc., B.Sc. (Agril. Engg.), B.Sc. (Home Science), B.F.Sc., B.Sc. (Forestry) etc.",Agriculture,Post Matric,Scheduled Caste,Scheduled Tribe,Scholarship,
https://www.myscheme.gov.in/schemes/rmewf-vocational-training,RMEWF-Financial Assistance For Vocational Training Of Widows Of ESM,Ministry Of Defence,The scheme aims to provide financial assistance to widows of ex-servicemen to help them become self-reliant through vocational training.,Employment,Grant,Vocational Training,Widows Of Ex-Servicemen,,
https://www.myscheme.gov.in/schemes/ipiwai,The Inland Waterways Authority of India Internship Scheme,"Ministry of Ports,Shipping and Waterways",The purpose of this scheme is to provide with Selected Candidates” short term exposure to different verticals/ divisions/ units of IWAI as “Interns”. An intern may be required to work at Head Office or Project Office depending upon the requirement of the Authority.,Internship,Stipend,Student,,,
https://www.myscheme.gov.in/schemes/tgsctclvccmuo,Travel Grant Scheme for College Teachers/Vice Chancellors/Commission Members,Ministry of Education,"This scheme is for providing financial assistance to permanent teachers of colleges & vice-chancellors of state universities, deemed to be universities & central universities, recognised under section 2(f) and 12 (B) of the UGC Act, to present research papers at international conferences abroad.",Commission Member,Grant,International Conference,Teacher,Travel,Vice-Chancellor
https://www.myscheme.gov.in/schemes/ssteel,Production Linked Incentive (PLI) Scheme (PLI 1.2) for Specialty Steel,Ministry Of Steel,"under this scheme to promote domestic manufacturing of specialty steel by encouraging incremental investment, increasing production of value-added steel, enhancing technological capabilities, and reducing import dependence while generating employment.",Business,Company,PLI,Specialty Steel,,
https://www.myscheme.gov.in/schemes/nsrdard,National Savings Recurring Deposit Account(RD),Ministry Of Communication,The objective of the National Savings Recurring Deposit (RD) scheme is to encourage people to save small amounts regularly every month and build savings with safe returns at 6.7% per annum.,Banking,Deposit Account,Loan,National Savings,,
https://www.myscheme.gov.in/schemes/posa,Post Office Savings Account(SB),Ministry Of Communication,"The objective of the Post Office Savings Account (SB) scheme is to encourage people to save money safely with the government. It offers easy access, a low minimum balance of ₹500, and steady interest, helping individuals build regular saving habits.",Banking,Interest Payable,Post Office,Savings Account,,
https://www.myscheme.gov.in/schemes/nikshay,Nikshay Poshan Yojana,Ministry Of Health & Family Welfare,"Ministry of Health and Family Welfare, Government of India has announced the scheme for incentives for nutritional support to TB patients. This scheme will be called “Nikshay Poshan Yojana”.",Financial Assistance,Health,Tuberculosis,,,
https://www.myscheme.gov.in/schemes/asyadcf,Award Of Scholarships To Young Artists In Different Cultural Fields,Ministry Of Culture,"This Scheme seeks to give assistance to young artistes of outstanding promise for advanced training within India in the field of Indian Classical Music, Indian Classical Dance, Theatre, Mime, Visual art, Folk, Traditional and Indigenous Arts and Light Classical Music.",Advanced Training,Culture,Dance,Music,Scholarship,Young Artists
https://www.myscheme.gov.in/schemes/sak-deg,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Degree),Ministry of Education,"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.",PwD,Scholarship,Technical Education,Young Student,,
https://www.myscheme.gov.in/schemes/icroaip,ICRO Amrit Internship Programme,Ministry Of Chemicals And Fertilizers,"The IPL Centre for Rural Outreach (ICRO) has launched ICRO Amrit Internship Programme focused on youth productivity for prosperity. The interns will be placed at the headquarters and Regional Offices of NPC/ IPL. The duration of the internship will be 3 months initially, renewable up to four times.",Internship,Stipend,Student,Youth Productivity,,
https://www.myscheme.gov.in/schemes/isfepqiisar,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom:Large cardamom Irrigation Land Development : Irrigation / water storage structures(nos),Ministry Of Commerce And Industry,"The scheme aims to motivate the growers to bring more area under irrigation by constructing water storage structures, rain water harvesting structures and installation of irrigation equipments for increasing the productivity and improving quality of large cardamom.",Agriculture,Farmer,Farming,Subsidy,Water Storage Structures,
